"key","file","lonMin","lonMax","latMin","latMax","centerLon","centerLat"
"ETOPO_2022_v1_15s_S30W030_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S30W030_surface.tif","-30","-15","-45","-30","-22.5","-37.5"
"ETOPO_2022_v1_15s_S30W045_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S30W045_surface.tif","-45","-30","-45","-30","-37.5","-37.5"
"ETOPO_2022_v1_15s_S30W060_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S30W060_surface.tif","-60","-45","-45","-30","-52.5","-37.5"
"ETOPO_2022_v1_15s_S30W075_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S30W075_surface.tif","-75","-60","-45","-30","-67.5","-37.5"
"ETOPO_2022_v1_15s_S30W090_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S30W090_surface.tif","-90","-75","-45","-30","-82.5","-37.5"
"ETOPO_2022_v1_15s_S30W105_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S30W105_surface.tif","-105","-90","-45","-30","-97.5","-37.5"
"ETOPO_2022_v1_15s_S30W120_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S30W120_surface.tif","-120","-105","-45","-30","-112.5","-37.5"
"ETOPO_2022_v1_15s_S30W135_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S30W135_surface.tif","-135","-120","-45","-30","-127.5","-37.5"
"ETOPO_2022_v1_15s_S30W150_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S30W150_surface.tif","-150","-135","-45","-30","-142.5","-37.5"
"ETOPO_2022_v1_15s_S30W165_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S30W165_surface.tif","-165","-150","-45","-30","-157.5","-37.5"
"ETOPO_2022_v1_15s_S30W180_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S30W180_surface.tif","-180","-165","-45","-30","-172.5","-37.5"
"ETOPO_2022_v1_15s_S45E000_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45E000_surface.tif","0","15","-60","-45","7.5","-52.5"
"ETOPO_2022_v1_15s_S45E015_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45E015_surface.tif","15","30","-60","-45","22.5","-52.5"
"ETOPO_2022_v1_15s_S45E030_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45E030_surface.tif","30","45","-60","-45","37.5","-52.5"
"ETOPO_2022_v1_15s_S45E045_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45E045_surface.tif","45","60","-60","-45","52.5","-52.5"
"ETOPO_2022_v1_15s_S45E060_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45E060_surface.tif","60","75","-60","-45","67.5","-52.5"
"ETOPO_2022_v1_15s_S45E075_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45E075_surface.tif","75","90","-60","-45","82.5","-52.5"
"ETOPO_2022_v1_15s_S45E090_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45E090_surface.tif","90","105","-60","-45","97.5","-52.5"
"ETOPO_2022_v1_15s_S45E105_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45E105_surface.tif","105","120","-60","-45","112.5","-52.5"
"ETOPO_2022_v1_15s_S45E120_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45E120_surface.tif","120","135","-60","-45","127.5","-52.5"
"ETOPO_2022_v1_15s_S45E135_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45E135_surface.tif","135","150","-60","-45","142.5","-52.5"
"ETOPO_2022_v1_15s_S45E150_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45E150_surface.tif","150","165","-60","-45","157.5","-52.5"
"ETOPO_2022_v1_15s_S45E165_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45E165_surface.tif","165","180","-60","-45","172.5","-52.5"
"ETOPO_2022_v1_15s_S45W015_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45W015_surface.tif","-15","0","-60","-45","-7.5","-52.5"
"ETOPO_2022_v1_15s_S45W030_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45W030_surface.tif","-30","-15","-60","-45","-22.5","-52.5"
"ETOPO_2022_v1_15s_S45W045_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45W045_surface.tif","-45","-30","-60","-45","-37.5","-52.5"
"ETOPO_2022_v1_15s_S45W060_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45W060_surface.tif","-60","-45","-60","-45","-52.5","-52.5"
"ETOPO_2022_v1_15s_S45W075_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45W075_surface.tif","-75","-60","-60","-45","-67.5","-52.5"
"ETOPO_2022_v1_15s_S45W090_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45W090_surface.tif","-90","-75","-60","-45","-82.5","-52.5"
"ETOPO_2022_v1_15s_S45W105_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45W105_surface.tif","-105","-90","-60","-45","-97.5","-52.5"
"ETOPO_2022_v1_15s_S45W120_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45W120_surface.tif","-120","-105","-60","-45","-112.5","-52.5"
"ETOPO_2022_v1_15s_S45W135_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45W135_surface.tif","-135","-120","-60","-45","-127.5","-52.5"
"ETOPO_2022_v1_15s_S45W150_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45W150_surface.tif","-150","-135","-60","-45","-142.5","-52.5"
"ETOPO_2022_v1_15s_S45W165_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45W165_surface.tif","-165","-150","-60","-45","-157.5","-52.5"
"ETOPO_2022_v1_15s_S45W180_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S45W180_surface.tif","-180","-165","-60","-45","-172.5","-52.5"
"ETOPO_2022_v1_15s_S60E000_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60E000_surface.tif","0","15","-75","-60","7.5","-67.5"
"ETOPO_2022_v1_15s_S60E015_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60E015_surface.tif","15","30","-75","-60","22.5","-67.5"
"ETOPO_2022_v1_15s_S60E030_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60E030_surface.tif","30","45","-75","-60","37.5","-67.5"
"ETOPO_2022_v1_15s_S60E045_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60E045_surface.tif","45","60","-75","-60","52.5","-67.5"
"ETOPO_2022_v1_15s_S60E060_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60E060_surface.tif","60","75","-75","-60","67.5","-67.5"
"ETOPO_2022_v1_15s_S60E075_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60E075_surface.tif","75","90","-75","-60","82.5","-67.5"
"ETOPO_2022_v1_15s_S60E090_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60E090_surface.tif","90","105","-75","-60","97.5","-67.5"
"ETOPO_2022_v1_15s_S60E105_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60E105_surface.tif","105","120","-75","-60","112.5","-67.5"
"ETOPO_2022_v1_15s_S60E120_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60E120_surface.tif","120","135","-75","-60","127.5","-67.5"
"ETOPO_2022_v1_15s_S60E135_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60E135_surface.tif","135","150","-75","-60","142.5","-67.5"
"ETOPO_2022_v1_15s_S60E150_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60E150_surface.tif","150","165","-75","-60","157.5","-67.5"
"ETOPO_2022_v1_15s_S60E165_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60E165_surface.tif","165","180","-75","-60","172.5","-67.5"
"ETOPO_2022_v1_15s_S60W015_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60W015_surface.tif","-15","0","-75","-60","-7.5","-67.5"
"ETOPO_2022_v1_15s_S60W030_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60W030_surface.tif","-30","-15","-75","-60","-22.5","-67.5"
"ETOPO_2022_v1_15s_S60W045_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60W045_surface.tif","-45","-30","-75","-60","-37.5","-67.5"
"ETOPO_2022_v1_15s_S60W060_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60W060_surface.tif","-60","-45","-75","-60","-52.5","-67.5"
"ETOPO_2022_v1_15s_S60W075_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60W075_surface.tif","-75","-60","-75","-60","-67.5","-67.5"
"ETOPO_2022_v1_15s_S60W090_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60W090_surface.tif","-90","-75","-75","-60","-82.5","-67.5"
"ETOPO_2022_v1_15s_S60W105_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60W105_surface.tif","-105","-90","-75","-60","-97.5","-67.5"
"ETOPO_2022_v1_15s_S60W120_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60W120_surface.tif","-120","-105","-75","-60","-112.5","-67.5"
"ETOPO_2022_v1_15s_S60W135_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60W135_surface.tif","-135","-120","-75","-60","-127.5","-67.5"
"ETOPO_2022_v1_15s_S60W150_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60W150_surface.tif","-150","-135","-75","-60","-142.5","-67.5"
"ETOPO_2022_v1_15s_S60W165_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60W165_surface.tif","-165","-150","-75","-60","-157.5","-67.5"
"ETOPO_2022_v1_15s_S60W180_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S60W180_surface.tif","-180","-165","-75","-60","-172.5","-67.5"
"ETOPO_2022_v1_15s_S75E000_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75E000_surface.tif","0","15","-90","-75","7.5","-82.5"
"ETOPO_2022_v1_15s_S75E015_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75E015_surface.tif","15","30","-90","-75","22.5","-82.5"
"ETOPO_2022_v1_15s_S75E030_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75E030_surface.tif","30","45","-90","-75","37.5","-82.5"
"ETOPO_2022_v1_15s_S75E045_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75E045_surface.tif","45","60","-90","-75","52.5","-82.5"
"ETOPO_2022_v1_15s_S75E060_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75E060_surface.tif","60","75","-90","-75","67.5","-82.5"
"ETOPO_2022_v1_15s_S75E075_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75E075_surface.tif","75","90","-90","-75","82.5","-82.5"
"ETOPO_2022_v1_15s_S75E090_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75E090_surface.tif","90","105","-90","-75","97.5","-82.5"
"ETOPO_2022_v1_15s_S75E105_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75E105_surface.tif","105","120","-90","-75","112.5","-82.5"
"ETOPO_2022_v1_15s_S75E120_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75E120_surface.tif","120","135","-90","-75","127.5","-82.5"
"ETOPO_2022_v1_15s_S75E135_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75E135_surface.tif","135","150","-90","-75","142.5","-82.5"
"ETOPO_2022_v1_15s_S75E150_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75E150_surface.tif","150","165","-90","-75","157.5","-82.5"
"ETOPO_2022_v1_15s_S75E165_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75E165_surface.tif","165","180","-90","-75","172.5","-82.5"
"ETOPO_2022_v1_15s_S75W015_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75W015_surface.tif","-15","0","-90","-75","-7.5","-82.5"
"ETOPO_2022_v1_15s_S75W030_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75W030_surface.tif","-30","-15","-90","-75","-22.5","-82.5"
"ETOPO_2022_v1_15s_S75W045_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75W045_surface.tif","-45","-30","-90","-75","-37.5","-82.5"
"ETOPO_2022_v1_15s_S75W060_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75W060_surface.tif","-60","-45","-90","-75","-52.5","-82.5"
"ETOPO_2022_v1_15s_S75W075_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75W075_surface.tif","-75","-60","-90","-75","-67.5","-82.5"
"ETOPO_2022_v1_15s_S75W090_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75W090_surface.tif","-90","-75","-90","-75","-82.5","-82.5"
"ETOPO_2022_v1_15s_S75W105_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75W105_surface.tif","-105","-90","-90","-75","-97.5","-82.5"
"ETOPO_2022_v1_15s_S75W120_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75W120_surface.tif","-120","-105","-90","-75","-112.5","-82.5"
"ETOPO_2022_v1_15s_S75W135_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75W135_surface.tif","-135","-120","-90","-75","-127.5","-82.5"
"ETOPO_2022_v1_15s_S75W150_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75W150_surface.tif","-150","-135","-90","-75","-142.5","-82.5"
"ETOPO_2022_v1_15s_S75W165_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75W165_surface.tif","-165","-150","-90","-75","-157.5","-82.5"
"ETOPO_2022_v1_15s_S75W180_surface","Assets/Map/Textures/etopo15normcomp/ETOPO_2022_v1_15s_S75W180_surface.tif","-180","-165","-90","-75","-172.5","-82.5"
